date,durable_goods_orders,total_mfg_orders,total_mfg_shipments,total_mfg_inventories,ppi,dgo_yoy,orders_yoy,shipments_yoy,ppi_yoy,orders_to_inventory,oti_12m_avg,dgo_12m_avg,period_label
2021-11-01,268650,554883,550118,823658,243.29,13.3,19.7,18.82,22.69,0.67,0.68,256330.58,Supply Chain Crunch
2021-12-01,277487,566241,557399,832745,241.34,14.75,19.0,17.06,20.37,0.68,0.68,259303.33,Supply Chain Crunch
2022-01-01,280925,571817,563077,842941,246.45,12.4,16.08,14.74,20.34,0.68,0.68,261885.67,Supply Chain Crunch
2022-02-01,277036,571624,567330,854638,252.66,10.19,15.18,16.84,19.97,0.67,0.68,264019.83,Supply Chain Crunch
2022-03-01,277554,583312,582065,871356,260.01,9.36,16.25,18.22,20.94,0.67,0.68,265998.92,Supply Chain Crunch
2022-04-01,279157,586866,586202,880022,265.31,10.51,16.04,17.33,21.76,0.67,0.67,268210.92,Supply Chain Crunch
2022-05-01,278740,593328,594219,895915,273.25,10.17,15.88,17.8,21.5,0.66,0.67,270355.17,Supply Chain Crunch
2022-06-01,284763,602502,598859,905322,280.25,10.25,15.22,16.65,22.43,0.67,0.67,272561.75,Supply Chain Crunch
2022-07-01,284460,595337,592745,911470,272.27,9.65,12.55,12.76,17.44,0.65,0.67,274648.75,Normal
2022-08-01,282368,588812,590067,914837,269.55,6.84,10.12,12.47,15.48,0.64,0.67,276155.5,Normal
2022-09-01,282430,591853,594418,921451,267.9,8.97,10.93,11.94,13.67,0.64,0.66,278092.0,Normal
2022-10-01,287071,599595,598544,930418,265.06,8.93,9.71,9.98,10.23,0.64,0.66,280053.42,Normal
2022-11-01,279095,584264,592408,934189,263.16,3.89,5.29,7.69,8.17,0.63,0.66,280923.83,Normal
2022-12-01,293358,593382,587940,939060,257.9,5.72,4.79,5.48,6.86,0.63,0.65,282246.42,Normal
2023-01-01,288874,593201,594760,941094,260.23,2.83,3.74,5.63,5.59,0.63,0.65,282908.83,Normal
2023-02-01,280693,582578,587856,939381,258.67,1.32,1.92,3.62,2.38,0.62,0.65,283213.58,Normal
2023-03-01,289270,584931,583439,931185,257.06,4.22,0.28,0.24,-1.14,0.63,0.64,284189.92,Normal
2023-04-01,290168,583953,579771,934978,256.91,3.94,-0.5,-1.1,-3.17,0.62,0.64,285107.5,Normal
2023-05-01,289707,581399,581957,932159,253.67,3.93,-2.01,-2.06,-7.17,0.62,0.64,286021.42,Normal
2023-06-01,303971,596374,583700,931027,253.86,6.75,-1.02,-2.53,-9.42,0.64,0.63,287622.08,Normal
2023-07-01,293278,586852,585630,931694,253.84,3.1,-1.43,-1.2,-6.77,0.63,0.63,288356.92,Normal
2023-08-01,289128,589655,593496,934176,257.68,2.39,0.14,0.58,-4.4,0.63,0.63,288920.25,Normal
2023-09-01,298229,603929,597455,935124,258.93,5.59,2.04,0.51,-3.35,0.65,0.63,290236.83,Normal
2023-10-01,285976,584930,588017,934863,255.19,-0.38,-2.45,-1.76,-3.72,0.63,0.63,290145.58,Normal
2023-11-01,298570,595096,587708,934300,252.86,6.98,1.85,-0.79,-3.91,0.64,0.63,291768.5,Normal
2023-12-01,304324,603429,590118,933564,249.87,3.74,1.69,0.37,-3.11,0.65,0.63,292682.33,Normal
2024-01-01,280614,575836,584255,932239,251.31,-2.86,-2.93,-1.77,-3.43,0.62,0.63,291994.0,Normal
2024-02-01,282623,580113,587042,933569,254.93,0.69,-0.42,-0.14,-1.45,0.62,0.63,292154.83,Normal
2024-03-01,287423,588450,590400,934012,255.1,-0.64,0.6,1.19,-0.77,0.63,0.63,292000.92,Normal
2024-04-01,286972,589369,595413,935587,256.98,-1.1,0.93,2.7,0.03,0.63,0.63,291734.58,Normal
2024-05-01,286829,585723,590334,936426,255.31,-0.99,0.74,1.44,0.65,0.63,0.63,291494.75,Normal
2024-06-01,281128,579092,591770,935183,255.91,-7.51,-2.9,1.38,0.81,0.62,0.63,289591.17,Normal
2024-07-01,293234,593865,597331,934978,257.32,-0.02,1.2,2.0,1.37,0.64,0.63,289587.5,Normal
2024-08-01,289926,589396,593766,935844,255.46,0.28,-0.04,0.05,-0.86,0.63,0.63,289654.0,Normal
2024-09-01,292469,591606,592881,934025,252.68,-1.93,-2.04,-0.77,-2.41,0.63,0.63,289174.0,Normal
2024-10-01,293266,591738,590720,934085,253.08,2.55,1.16,0.46,-0.83,0.63,0.63,289781.5,Normal
2024-11-01,288340,589991,593730,938291,253.21,-3.43,-0.86,1.02,0.14,0.63,0.63,288929.0,Normal
2024-12-01,290559,592319,596142,941027,253.42,-4.52,-1.84,1.02,1.42,0.63,0.63,287781.92,Normal
2025-01-01,291195,594107,598328,941981,257.36,3.77,3.17,2.41,2.41,0.63,0.63,288663.67,Normal
2025-02-01,293985,597337,602132,943013,259.5,4.02,2.97,2.57,1.79,0.63,0.63,289610.5,Normal
2025-03-01,316215,617418,600663,944064,258.52,10.02,4.92,1.74,1.34,0.65,0.63,292009.83,Normal
2025-04-01,295229,593537,598633,943249,258.39,2.88,0.71,0.54,0.55,0.63,0.63,292697.92,Normal
2025-05-01,344069,642533,599560,944036,258.68,19.96,9.7,1.56,1.32,0.68,0.64,297467.92,Normal
2025-06-01,311761,611471,602992,946202,260.49,10.9,5.59,1.9,1.79,0.65,0.64,300020.67,Normal
2025-07-01,303032,603586,608530,948226,262.36,3.34,1.64,1.87,1.96,0.64,0.64,300837.17,Normal
2025-08-01,312138,611464,606847,947640,262.11,7.66,3.74,2.2,2.6,0.65,0.64,302688.17,Normal
2025-09-01,314147,612874,606522,946694,262.05,7.41,3.59,2.3,3.71,0.65,0.64,304494.67,Normal
2025-10-01,307570,605401,607176,947012,260.6,4.88,2.31,2.79,2.97,0.64,0.64,305686.67,Normal
2025-11-01,324305,621859,606008,948592,261.47,12.47,5.4,2.07,3.26,0.66,0.64,308683.75,Normal
2025-12-01,319898,617527,609157,949572,260.82,10.1,4.26,2.18,2.92,0.65,0.65,311128.67,Normal
